inzkeqr,monza,lewis 2 car one go overtake,12,1662904655.0
inzkktu,monza,absolutely desperate nyck hang 10th,12,1662904724.0
inzkl9m,monza,fuck mclaren,13,1662904729.0
inzklfk,monza,criminal haas keep prioritizing kmag msc,12,1662904731.0
inzkmde,monza,lewis kidding said gonna use race practice racecraft,13,1662904743.0
inzkmnw,monza,latifi gonna get 21st season isnt lol,12,1662904746.0
inzkn0t,monza,mclaren treat daniel like red headed stepchild,12,1662904750.0
inzkt8u,monza,latifi take one sport bin parabolica,12,1662904819.0
inzktik,monza,de vries get point jost 100 putting seat,13,1662904822.0
inzl9jh,monza,nyck hop f1 debut lead lap top 10 one race latifi season proving deserve seat current driver know,12,1662905007.0
inzlbux,monza,mick wtf thats good wtfffffff,13,1662905032.0
inzlbz3,monza,fuck yeah mick,12,1662905034.0
inzlc7t,monza,guess max win every remaining race unless dnfs,11,1662905037.0
inzlcbx,monza,damn send mick,11,1662905038.0
inzlcji,monza,mick throwing elbow,12,1662905040.0
inzldw5,monza,impressive overtake schumacher,12,1662905055.0
inzlea3,monza,quality mick nick action,12,1662905059.0
inzlfdf,monza,remember thought haas would tiny bit competitive first race,11,1662905070.0
inzlih1,monza,many retirement one willing play role second team help ferrari retiring track like gentleman smh,12,1662905105.0
inzlly6,monza,mick way better race kmag,12,1662905144.0
inzlmca,monza,2 1 pit wow,12,1662905149.0
inzlo3g,monza,pitted checo sooner,12,1662905171.0
inzlrjf,monza,right max win race leclerc loses race really due blunder ferrari max beast usual,13,1662905209.0
inzm1ul,monza,red bull car absurd fast,11,1662905327.0
inzm2a5,monza,ooh guy movie also watch one f1 race fantastic exactly wanted see,12,1662905332.0
inzm6nc,monza,albon nyck solid williams 2023 team,11,1662905382.0
inzm9vz,monza,de vries deserves williams seat,12,1662905421.0
inzmuur,monza,make free stop yes love simplicity comms,13,1662905655.0
inzmuw4,monza,ending safety car get hope,13,1662905656.0
inzmyts,monza,danny ric died potentially make finish interesting,12,1662905697.0
inzn47o,monza,actual fuck safety car incompetent fuck,12,1662905755.0
inzn589,monza,red flag go 4 lap sprint,13,1662905766.0
inznehm,monza,fia masi problem also fia,11,1662905863.0
inznjt1,monza,red flag one lap see win,13,1662905918.0
inznqlj,monza,holy shit cherry picker driver either stupid ball steel reversing car driving past,12,1662905992.0
inznu3x,monza,look aston martin actually finish race,12,1662906029.0
inznvdd,monza,de vries 2 point debut willams,12,1662906041.0
inznyte,monza,take shot every time abu dhabi 2021 mentioned,12,1662906078.0
inznyyt,monza,nail coffin latifi f1 career,12,1662906079.0
inzo0e3,monza,happened jules thought fia said recovery vehicle engaged car go past seen happen time,11,1662906094.0
inzo1fv,monza,eugh rulebook safety car 5 lap go automatic standing start fizzle safety car race finish boring non racing,12,1662906104.0
inzo21r,monza,want motor racing,12,1662906111.0
inzo2gd,monza,f1 pissing new fan picked last year snoozefest,13,1662906115.0
inzo2hy,monza,2 point de vries nice one,11,1662906115.0
inzo2sf,monza,michael right question,12,1662906118.0
inzo2uo,monza,thats race fan booing good reason,12,1662906119.0
inzo3qq,monza,lmao crofty passive aggressive,12,1662906128.0
inzo4jm,monza,blanket rule red flag within last 5 lap sc needed everyone get fresh tyre fair racing happen often sound sensible,11,1662906136.0
inzo4qg,monza,tf sc staying mclaren removed 2 lap ago,13,1662906139.0
inzo6fv,monza,monza grand prix nothing shit show weekend,12,1662906157.0
inzo6ll,monza,lmao shit ending red flag,12,1662906158.0
inzo7bk,monza,bernd maylander come 47 lap win italian grand prix,12,1662906166.0
inzo7gd,monza,least exciting race year,12,1662906167.0
inzo83n,monza,matter le ric car gear fuck race control really need start calling safety car quicker,12,1662906174.0
inzo8q1,monza,nyck williams best result season,11,1662906180.0
inzobuz,monza,masi come back lol,12,1662906211.0
inzoc4o,monza,thought wanted limit drama sport pick poison,12,1662906213.0
inzocxy,monza,happy de vries,13,1662906222.0
inzofpo,monza,everything else aside great debut de vries hope get seat next year,13,1662906249.0
inzok6j,monza,race control care racing change mind,12,1662906293.0
inzok7v,monza,motor racing,11,1662906293.0
inzokbo,monza,hear hand gesture stand,12,1662906294.0
inzokgd,monza,im one favor counting lap safety car said edit came knowledge possible due fuel regulation thanks letting know 10 time lol,12,1662906295.0
inzoknw,monza,f1 need seriously review anticlimactic ending would rather car zooming cherry picker red flag everyone get switch tire standing start,11,1662906297.0
inzoofp,monza,gutted ricciardo deserved point,11,1662906336.0
inzop9h,monza,masi home punching air,13,1662906344.0
inzp0wh,monza,people want ad result reviewed real lmao,13,1662906466.0
inzp1y0,monza,latifi got ruined guy never drove f1 race,12,1662906478.0
inzp4nh,monza,debut point dotd fuck yeah let go nyck,11,1662906508.0
inzp68s,monza,omg love de vries pleeeaasse get seat next year,11,1662906526.0
inzp6pm,monza,goatifi back 21st boy girl,13,1662906531.0
inzpff2,monza,another lec pole max win smh,12,1662906631.0
inzpkma,monza,mad af lmao,13,1662906690.0
inzptew,monza,charles quite dejected hopefully ferrari pace singapore,12,1662906790.0
inzpwnp,monza,end season already leclerc suffer anymore,12,1662906825.0
inzbpne,monza,leclerc win greatest week named charles history,73,1662900612.0
inzbal7,monza,haha muted sound moment silence forgot turn national anthem,34,1662900400.0
inzezh5,monza,oh god ferrari starting plan,31,1662902301.0
inzh0fg,monza,steiner mick need consistent happy magnussen smashing front wing picking penalty running back last 7 race,36,1662903192.0
inzihft,monza,please danny listen b instruction pit norris need make gap,32,1662903844.0
inzlfxz,monza,mick also deserves seat f1 next year fuck haas guenther steiner,33,1662905077.0
inzo49h,monza,abu dhabi 2021 ended guess,33,1662906133.0
inzbrjs,monza,damn thank god yellow line showing 3 car wide,11,1662900638.0
inzdzi5,monza,way easy,11,1662901796.0
inzdztf,monza,red bull car really another level,9,1662901800.0
inzeoua,monza,smokin monza red marlboro confirmed,12,1662902153.0
inzeq0b,monza,sainz perez fire different reason,11,1662902170.0
inzeq4b,monza,perez fire,11,1662902171.0
inzeuo2,monza,perez survive drive,11,1662902233.0
inzey19,monza,sainz going dotd prize,12,1662902281.0
inzey3i,monza,love seeing sainz make good clean overtake,11,1662902282.0
inzeyu4,monza,sainz moving grid really well,11,1662902292.0
inzez8t,monza,ferrari radio oh begun,11,1662902297.0
inzezrh,monza,oh incoming fuck,11,1662902305.0
inzfign,monza,ferrari actually committing plan race day miracle,10,1662902534.0
inzfxsh,monza,bet left testicule mclaren make norris overcut ricciardo pit ricciardo lap 30 exiting pit p16,10,1662902723.0
inzfzhy,monza,going end tear sharl tyre inevitably drop cliff 5 lap flag,12,1662902743.0
inzg0zx,monza,latifi twerk,10,1662902763.0
inzg1cd,monza,de vries impressive far,11,1662902767.0
inzg2az,monza,lmao ferrari keep asking driver strategy say look u fucked driver suggested,10,1662902778.0
inzg4rk,monza,certified ferrari moment incoming,12,1662902808.0
inzg4we,monza,oh ferrari dare,10,1662902810.0
inzg5n5,monza,plan f uck,12,1662902819.0
inzg5t1,monza,begin,11,1662902821.0
inzg6ve,monza,ferrari radio pure terror,12,1662902834.0
inzgcii,monza,ricciardo hailing italian heritage peak trulli train,12,1662902903.0
inzgz43,monza,checko brake problem cause retire track giving max cheap pit stop watch world meltdown happens,10,1662903176.0
inzh1em,monza,like de vries immediately went wide soon crofty brought getting flagged,11,1662903204.0
inzh9cn,monza,plan abcdefg none work,11,1662903298.0
inzhdfc,monza,think gonna close race regardless feel like tyre management ver making tough lec need make insane gain next lap,11,1662903350.0
inzhe9f,monza,sainz pitting losing much time wtf ferrari,12,1662903361.0
inzhkuj,monza,kelly piquet bored verstappen dominance already,11,1662903446.0
inzhmdw,monza,wow lmfao,12,1662903466.0
inzhpfc,monza,instant classic alonso,11,1662903501.0
inzhps6,monza,gp2 deployment,11,1662903505.0
inzhsmv,monza,oh damn wow fernando,11,1662903539.0
inzht6s,monza,much slower wow,10,1662903546.0
inzhuux,monza,crofty say gp2 engine,12,1662903565.0
inzhv1d,monza,lol sainz even letting ferrari decide telling,10,1662903567.0
inzhz56,monza,sainz leading ferrari strategy reason getting podium today,11,1662903620.0
inzif1k,monza,mclaren pitted early lando lapping around daniel come ahead fresher tire,10,1662903815.0
inzihka,monza,serious mclaren,11,1662903846.0
inzihwa,monza,man daniel really becoming 2 driver,11,1662903849.0
inzin9k,monza,mclaren sacrificing dr3,11,1662903911.0
inziqca,monza,poor danny,12,1662903946.0
inzisy3,monza,hoping dev score point,11,1662903976.0
inzixd4,monza,pretty solid race far de vries,11,1662904027.0
inzj0vp,monza,people complaining one crashing seriously folk might sport,12,1662904068.0
inzj6nj,monza,4 tyre win already,11,1662904138.0
inzj6p2,monza,get rid latifi put de vries full time,10,1662904138.0
inzj7wv,monza,leclerc deep shit,11,1662904154.0
inzj9iu,monza,de vries already drove lap top 10 latifi season,12,1662904175.0
inzjd8p,monza,ah alonso right deployment issue haha,11,1662904220.0
inzjeyk,monza,love paying f1tv watching hugh grunt instead racing guy well,11,1662904242.0
inzji9m,monza,lol fernando knew something wrong team oblivious,11,1662904283.0
inzjoxa,monza,ferrari plan w take left lesmos leave roundabout second exit go straight see blue bridge shortcut leclerc ferrari sorry charles idea,12,1662904365.0
inzjpap,monza,people attacking ferrari never winning raw pace went alternate absolutely nothing wrong,10,1662904370.0
inzjpyy,monza,idea people kept saying ferrari fucked played well,10,1662904379.0
inzk7ko,monza,another double hamilton,12,1662904578.0
inzkail,monza,lewis amazing,12,1662904609.0
inzkcma,monza,lewis 2 car one moment easily best moment race haha,11,1662904632.0
inzkep5,monza,max outpacing chuck fuckin medium witchdoctory bullshit,10,1662904654.0
inzkj6x,monza,devries still tenth pretty much hard tyre driver behind two softs probably competitive enough catch man really hope keep position get point,11,1662904705.0
inzkjy8,monza,25 lap stint max softs fucking huge literally cruising free win even fair lol,11,1662904714.0
inzklhl,monza,little late leclerc max comfortably save tire alright,10,1662904732.0
inzkn0f,monza,rb fast least ferrari right idea alternate strategy today never winning one try something else,11,1662904750.0
inzkrcj,monza,de vries manages get point debut williams probably deserves seat,11,1662904798.0
inzkt6x,monza,de vries get point surely latifi gone,12,1662904819.0
inzkv8h,monza,hell williams crew stronger car past race albon around p10 even de vries p10 latifi still trash williams car done work lately,11,1662904841.0
inzkvvv,monza,oof killer stat crofty,11,1662904848.0
inzkwh4,monza,jesus crofty top rope,11,1662904855.0
inzkzkf,monza,crofty murdered latifi live tv,11,1662904890.0
inzl05q,monza,first ever competitive drive f1 car short notice score point maybe leaf refuse elaborate,11,1662904897.0
inzl273,monza,oof crofty de vries stat,12,1662904922.0
inzlp91,monza,sad promising season appeared two team competing ending like brand new softs ferrari still catch red bull older medium hopefully team breakthrough next season getting bored,10,1662905183.0
inzlrnk,monza,de vries driver day,11,1662905211.0
inzlsir,monza,leclerc gain 1 5 10 lap compound softer,12,1662905221.0
inzm19d,monza,dutch alliance conspiring zhou,11,1662905320.0
inzm2qx,monza,de vries deserves latifi seat,11,1662905338.0
inzm3oi,monza,inshallah de vries get point,10,1662905348.0
inzm4yb,monza,verstappen helping de vries love,11,1662905362.0
inzm9ed,monza,lando sounded like gamer right,13,1662905416.0
inzmghf,monza,fuck daniel deserve shit,12,1662905495.0
inzmos8,monza,tf delay getting safety car wtf,12,1662905587.0
inzmpun,monza,think getting safety car car literally dangerous ace possible,10,1662905599.0
inzmtq2,monza,take long decide safety car ricciardo parked track,11,1662905643.0
inzmwzg,monza,danny ric died,11,1662905678.0
inzn2jn,monza,end sc lose shit,11,1662905736.0
inzn6lt,monza,race finish safety car lewis http imgur com krwa19h jpeg,12,1662905780.0
inzn78g,monza,red flag mandatory sc needed last 5 lap,11,1662905787.0
inzn9yk,monza,even seen safety car,10,1662905816.0
inzngfi,monza,michael masi need em,11,1662905884.0
inzngha,monza,fucking stupid red flag holy shit get racing,12,1662905884.0
inznj5l,monza,f1 fia reeeeeeeaaally need get shit together safety car period feel much worse 10 year ago unnecessarily long,10,1662905911.0
inznmfc,monza,idiotic gonna finish sc anyway heavy machinery track red flag call result still quite fast car track machine marshall danger zone honestly like never learn,12,1662905947.0
inznmqm,monza,wtf thats dangerous af,12,1662905950.0
inznn0i,monza,dog red flag give u 3 real lap lol,12,1662905953.0
inznn8a,monza,anything moving track whilst car pas cherry picker proceeds back traffic carrying car,11,1662905955.0
inznnkm,monza,crofty move car racer go marshall yolo,11,1662905959.0
inznodm,monza,mess sc even find 1st place,12,1662905968.0
inznok5,monza,least finish sc one aston martin see checkered flag lol,11,1662905969.0
inznoyt,monza,go safety car wait watching race,11,1662905974.0
inznpk1,monza,red flagged soon realized need cherry picker,11,1662905981.0
inznqbn,monza,colorblind as tell difference yellow green lmao,12,1662905989.0
inznrf3,monza,cherry picker move move yellow green kind commentary,11,1662906000.0
inzntor,monza,bring back massi would begun race already let magnussen made car drive backward,10,1662906024.0
inznu6j,monza,took 4 lap sc find max,11,1662906029.0
inznub3,monza,sometimes way cough cough michael masi,11,1662906031.0
inznvjh,monza,want go motor racing,11,1662906043.0
inznw2p,monza,red flag abu dhabi red flag blue ball bullshit,10,1662906049.0
inznw2s,monza,de vries goat 2 point first race,10,1662906049.0
inznyjo,monza,motor race sc ending went racing nowhere,11,1662906075.0
inznz95,monza,fuck fia bad set protocol faster decision first time happened happened quite regularly recent,11,1662906082.0
inznzcs,monza,michael masi would never let occur,10,1662906083.0
inzo4f7,monza,worst race year,11,1662906135.0
inzo4o5,monza,truly boring race,12,1662906138.0
inzo4ow,monza,epic de vries first race result,10,1662906138.0
inzo5cg,monza,wonderful new addition race parade lap end,10,1662906145.0
inzo5kz,monza,lol race control race terrible many lap need sc pick leading driver,12,1662906147.0
inzo5sq,monza,exited ricciardo dnf unfortunately instead exciting finish got snooze fest sorry danny,11,1662906150.0
inzo7o3,monza,regardless ending great debut de vries,12,1662906170.0
inzobvz,monza,want actual racing today watch indycar later absolute banger laguna seca,12,1662906211.0
inzocy3,monza,ferrari need one racing lap,12,1662906222.0
inzod2q,monza,dev point least good kid,10,1662906223.0
inzodhf,monza,lol f1 cutting away booing fan,10,1662906227.0
inzodri,monza,damn believe go motor racing,11,1662906230.0
inzog6i,monza,oof binotto look like guy told win monza fired,10,1662906254.0
inzogeb,monza,poor fan track much money shit show,10,1662906256.0
inzoho1,monza,de vries perfect race goddamn seat next season give seat,11,1662906268.0
inzoi5h,monza,huh know rule surprise,11,1662906273.0
inzoj1i,monza,show damned damned race director lol,10,1662906281.0
inzoj5l,monza,apparently sc got front russell verstappen idea could fuck way,11,1662906282.0
inzokoe,monza,getting point actually see need wake watch race,12,1662906298.0
inzolnt,monza,going motor racing today,11,1662906308.0
inzomba,monza,hopefully ending discredit ndv great work today showing latifi deserve williams seat,11,1662906315.0
inzoqm0,monza,devries breakout star weekend surely,11,1662906358.0
inzoqml,monza,devries well,11,1662906359.0
inzos8h,monza,nyck driver day,10,1662906375.0
inzotf4,monza,booing fan safety car max,11,1662906387.0
inzoti3,monza,latifi lost seat today de vries earned,11,1662906387.0
inzow32,monza,rather masi shit,10,1662906415.0
inzow8y,monza,dotd de vries,12,1662906416.0
inzoxna,monza,lmaooo latifi 21 20 driver gp,10,1662906431.0
inzoxvr,monza,feel bad ric best race year held car norris running point engine dy,12,1662906434.0
inzpaij,monza,send latifi home send latifi home,12,1662906575.0
inzpgnh,monza,happy see,12,1662906645.0
inzpipd,monza,got hyped sc nothing,11,1662906668.0
inzpjdw,monza,leclerc already chugging vodka,11,1662906676.0
inzploi,monza,water look good,11,1662906702.0
inzpyip,monza,anticlimatic entertaining race today,11,1662906845.0
inzq4gl,monza,hear fan frustration except,10,1662906905.0
inzqmmb,monza,muting boo lmao,12,1662907096.0
inzime6,monza,danny problem number 1 driver get around gasly,48,1662903901.0
inzb9a5,monza,italian anthem banger always edit fucked audio mixing,9,1662900381.0
inzbebn,monza,one time im actually interested hear anthem totally mess audio,11,1662900456.0
inzbje5,monza,let bocelli perform national anthem,10,1662900529.0
inzbwq3,monza,banned flare,9,1662900712.0
inzc3v3,monza,max think going straightforward win lap 4 instead 3,9,1662900815.0
inzc5wk,monza,get loser going racing,11,1662900846.0
inzco5e,monza,schumacher driver ever take penalty start higher qualified,10,1662901114.0
inzcu4v,monza,nobody using hard tyre ferrari pit wall box charles box,10,1662901205.0
inzcupb,monza,please russell tag leclerc t1,11,1662901214.0
inzcvvq,monza,latifi 10th look like going train conductor today,9,1662901231.0
inzdo9e,monza,verstappen really playing f1 22 0 ai mode lmao,11,1662901637.0
inzdpzg,monza,russell crybabe,11,1662901661.0
inzds3r,monza,get replay fuck racing happening,9,1662901691.0
inzdt9y,monza,gr pushed um george,10,1662901706.0
inze0hp,monza,max pushed wide,11,1662901810.0
inze2s0,monza,okay pack boy game gone,10,1662901841.0
inze3cm,monza,race,11,1662901849.0
inze3gk,monza,start playing jaw theme charles radio,11,1662901851.0
inzel0e,monza,perez brake elected new pope,10,1662902099.0
inzenhv,monza,checo casually driving wheel fire,11,1662902134.0
inzeno7,monza,ferrari engine spicy 110 clearly thrown reliability window get home win,10,1662902136.0
inzenor,monza,like way chill driving car fire,10,1662902137.0
inzenyk,monza,still lot smoke checo brake yeesh,10,1662902141.0
inzep9x,monza,sainz p18 p8 9 lap,10,1662902159.0
inzepzc,monza,burning brake new strategy lol,9,1662902170.0
inzesh8,monza,checo ball steel brake fire keep driving 300km h,10,1662902203.0
inzesjj,monza,nyck de vries good far,10,1662902204.0
inzeti6,monza,brake fire use le bro,10,1662902217.0
inzetja,monza,red bull revolutionized getting heat tire,9,1662902217.0
inzevnt,monza,legal perez go pit lane without stopping crew throw water car,9,1662902247.0
inzey74,monza,norris truly fucked race getting stuck behind riccardo lmao,9,1662902283.0
inzeyf2,monza,carlos driving like possessed man,10,1662902286.0
inzez5m,monza,11 lap plan,10,1662902296.0
inzf1c3,monza,ask strategy omg,10,1662902325.0
inzfgcc,monza,sainz literally 5 10kmh faster nobody bother fight lmao much show,10,1662902508.0
inzfi9k,monza,sliiiiiiiick af ferrari,10,1662902532.0
inzfn8t,monza,sainz dotd goodness,9,1662902591.0
inzfph5,monza,eye deceive good ferrari decision,10,1662902619.0
inzfuz8,monza,ok call assumption sc would full unlucky ended soon,10,1662902686.0
inzfx6e,monza,verstappen radio chuck,11,1662902715.0
inzfxwq,monza,long devries finish say beat 4x world champ seb vettel first ever f1 race lol,11,1662902724.0
inzfy1o,monza,15 lap already know vote carlos dodd,9,1662902726.0
inzg080,monza,clever strategy red bull ferrari,11,1662902753.0
inzg3wu,monza,begin,9,1662902797.0
inzg3xv,monza,nick showing compete albon king latifi dead,11,1662902798.0
inzg4ox,monza,start agenda williams capable p9 p10 many track latifi shit albon unlucky,9,1662902807.0
inzg60c,monza,fucking go,9,1662902824.0
inzg71e,monza,begin,10,1662902836.0
inzg71h,monza,ferrari masterplan moment,10,1662902836.0
inzg8d5,monza,kaboom yes ferrari engine kaboom,9,1662902852.0
inzg8u5,monza,dread run destiny arrives,10,1662902857.0
inzg9bp,monza,plan e explode,11,1662902863.0
inzgap8,monza,screwderia ferrari,10,1662902880.0
inzgarv,monza,mag already behind msc rated higher beyond,10,1662902882.0
inzgc31,monza,started ferrari gonna lose,10,1662902898.0
inzgi75,monza,hamilton making overtakes monza draggy boat seriously impressive,11,1662902969.0
inzgimz,monza,ham passed many people think showed one passed ocon stroll even notice pulling away stroll like nothing well,10,1662902974.0
inzgnn7,monza,nyck driven final nail latifi f1 career,9,1662903035.0
inzgqxh,monza,de vries showing difference pay driver proper driver god edit lol get black white,9,1662903076.0
inzgr7f,monza,nyck making great case get williams seat next year,10,1662903080.0
inzgro2,monza,waiting ricciardo pit onto hards finished race 17th,10,1662903085.0
inzgu8y,monza,de vries score point strong argument seat,10,1662903117.0
inzgvrl,monza,long way go nyck without making another mistake,11,1662903135.0
inzgwu4,monza,realized carlos charles name different language form name language,12,1662903149.0
inzgy0x,monza,16th place hugh grant,11,1662903163.0
inzgzkd,monza,wow mclaren pit riccairdo first mclaren feeling okay,11,1662903182.0
inzh05m,monza,watching office today using projector huge grant,10,1662903189.0
inzh0kk,monza,congrats nyck getting first warning,9,1662903194.0
inzh5mi,monza,leclerc gaining enough verstappen going tough,10,1662903254.0
inzh6cd,monza,max 22 lap old softs pace leclerc,9,1662903262.0
inzha6h,monza,mclaren saw danny 5th,11,1662903308.0
inzhae2,monza,plan c capitulation,10,1662903311.0
inzhc8y,monza,verstappen gonna go soft medium think gone far softs reason medium go rest way,10,1662903336.0
inzhcl9,monza,shit getting intense danny gasly,10,1662903340.0
inzhiq1,monza,hamilton always sneaky excellent tire management may massive overcut,10,1662903419.0
inzhl8m,monza,alonso saying wow lmaoooo,10,1662903451.0
inzhm0j,monza,gp2 deployment,9,1662903461.0
inzhmdl,monza,gp2 hybrid system,10,1662903466.0
inzhmf1,monza,gp2 engine ah,9,1662903466.0
inzhmhg,monza,gp2 deployment gp2 deployment,10,1662903467.0
inzhod4,monza,engine feel good much slower,11,1662903489.0
inzhpin,monza,type team radio get alonso leaving team lmao,9,1662903502.0
inzhspl,monza,hahaha hope alonso never retire,9,1662903540.0
inzhsuh,monza,max casual half race run softs,10,1662903542.0
inzhugj,monza,sainz strategy lollll,11,1662903560.0
inzhups,monza,red bull nailing strategy leaving max softs despite vsc really miss,9,1662903563.0
inzi27u,monza,jesus christ red bull fast pit lmao,9,1662903658.0
inzi6sa,monza,fucking hell pit stop max happy lewis made top 10,9,1662903712.0
inzi8dz,monza,vettel car died lead,9,1662903733.0
inzi8y2,monza,binotto hit pitwall button tactical engine failure sainz,10,1662903740.0
inzi9lr,monza,de vries pulled bit gap zhou within drs two ahead strong performance,10,1662903748.0
inzihlu,monza,wtf mclaren,10,1662903846.0
inziig2,monza,riccardio literally mean nothing mclaren,9,1662903855.0
inzij41,monza,inevitably ric asked tank race norris,10,1662903863.0
inzijlu,monza,wow mclaren tell driver second driver without telling second driver,10,1662903869.0
inzim8c,monza,de vries driving shit williams,9,1662903900.0
inzippg,monza,poor danny ric,9,1662903938.0
inzircl,monza,ferrari plan race dinner order checking uber eats surge pricing like pro,10,1662903958.0
inzixkf,monza,nice race pace lewis today,11,1662904029.0
inzj17z,monza,would ricciardo play team game point seat next year,10,1662904072.0
inzj5cv,monza,charles need latifi sc win,10,1662904121.0
inzj5fp,monza,lewis going entire race medium shit giggle,11,1662904122.0
inzj71f,monza,2 3 impressive maybe stick yellow lad,10,1662904143.0
inzj7qy,monza,ferrari obviously keep using yellow suit pit crew,10,1662904152.0
inzj9fb,monza,blinked verstappen went like 8 0 6 5 yikes,10,1662904174.0
inzjda7,monza,every f1 team want make sure place team mclaren competition driver,9,1662904221.0
inzjeyd,monza,oh alonso right car sounding shit,11,1662904241.0
inzjnn4,monza,probably right call honestly,9,1662904349.0
inzjwen,monza,1 second lap seems unlikely,9,1662904453.0
inzk042,monza,bruh leclerc losing time max,10,1662904494.0
inzk56e,monza,fucking christ start 7th le comfortably take 1st place 10 look thing absolutely fucking crazy even 2020 merc dominant,10,1662904551.0
inzk7nk,monza,fuck lewis looked good,11,1662904579.0
inzk7qv,monza,wow charles literally gaining,9,1662904580.0
inzkc04,monza,nice ham,11,1662904625.0
inzkcqz,monza,hamilton big dogging youngster,10,1662904633.0
inzkcrd,monza,served mclaren right ducking daniel race,10,1662904633.0
inzkcuy,monza,ham went ham,9,1662904634.0
inzkcwp,monza,lewis absolute madman,10,1662904635.0
inzkdhm,monza,leclerc lap time verstappen second flying lap really chance win unfortunately,10,1662904641.0
inzke68,monza,lewis fighting trough field always sight behold,9,1662904649.0
inzke6v,monza,soft tire towards end race low fuel fucking op,9,1662904649.0
inzkfm4,monza,mick want seat please crash lap question,9,1662904664.0
inzki7c,monza,hope god de vries take latifi seat,10,1662904694.0
inzklme,monza,struggle want zhou score point also want chaos occurs de vries score one instead,9,1662904734.0
inzkn6n,monza,lando poor start daniel race get fucked,10,1662904752.0
inzkq5e,monza,de vries get point latifi im gonna shit laughing,10,1662904785.0
inzkr2t,monza,useless talk strategy driver anything else red bull ducking rocket matter,11,1662904795.0
inzkw5i,monza,de vries really driving well,11,1662904851.0
inzkxmi,monza,de vries real story today fantastic,10,1662904868.0
inzkxru,monza,max could take new engine every weekend still win 15 second,10,1662904870.0
inzkytd,monza,thing exciting race dev finish point debut race williams,10,1662904882.0
inzkyy6,monza,crofty regard latifi haha,9,1662904883.0
inzl01y,monza,de vries racing really well especially racing williams,10,1662904896.0
inzl0hl,monza,aw come nyck driver day plz,10,1662904901.0
inzl35h,monza,god beautiful piece shit,11,1662904933.0
inzl3o8,monza,ouch double dnf aston martin,10,1662904939.0
inzl5fo,monza,dnf 3 aston driver,11,1662904960.0
inzl5nd,monza,buddy bought used aston typical ownership experience buyer beware,10,1662904962.0
inzla4i,monza,fucking sick overtake damn mick,10,1662905014.0
inzlayg,monza,mick madman,9,1662905023.0
inzlbea,monza,lol latifi nearly got micked,10,1662905027.0
inzlby9,monza,dad proud,9,1662905033.0
inzld1w,monza,imagine williams engineer time struggling find car actually fine yes know good track williams partly joke,9,1662905046.0
inzld6g,monza,damn mick fair play,10,1662905047.0
inzleci,monza,shade daddy,10,1662905060.0
inzlelq,monza,nice mick,10,1662905062.0
inzlewg,monza,haas slow wtf,11,1662905065.0
inzlf3v,monza,actually beautiful move schumacher car absolutely inferior track,9,1662905067.0
inzlfl0,monza,mick engineer exciting thing race far even engineer know boring,10,1662905073.0
inzlfvj,monza,ferrari desperate win taste,10,1662905076.0
inzlgqd,monza,holy fuck overtake mick,10,1662905086.0
inzlgvs,monza,simply simply lovely micker,10,1662905087.0
inzlgwb,monza,verstappen cruising victory fast track like two stop never going win,9,1662905088.0
inzlhz0,monza,one mentioned could albon master plan force latifi proving get beat reserve driver brilliant strategy x200b,11,1662905100.0
inzljy2,monza,stat gotta sting de vries spent time top 10 race latifi season let go ndv,10,1662905121.0
inzlkth,monza,kinda sad alfa seems really fizzled longer season go,9,1662905131.0
inzlncx,monza,thought rbr ferrari moment pitting verstappen,10,1662905162.0
inzlnid,monza,2 1 damn rb pit fire,10,1662905163.0
inzlnqi,monza,mick deserves seat next season ffs,9,1662905166.0
inzlo01,monza,pitstops perez year blisteringly quick wtf,10,1662905169.0
inzlos8,monza,thought going pit max flex pas charles,10,1662905179.0
inzlqfd,monza,charles gained like time insane race pace rb,10,1662905197.0
inzlykr,monza,sylvester stallone could movie cat saved cgi budget,11,1662905290.0
inzm261,monza,de vries driving well,11,1662905331.0
inzm2zu,monza,good guy max helping nyck increasing gap zhou,11,1662905340.0
inzm3rp,monza,verstappen gonna win every race left,10,1662905349.0
inzm668,monza,least ferrari give happy saturday,11,1662905376.0
inzmkc1,monza,fucking slow clearly safety car,10,1662905539.0
inzmtdu,monza,ricciardo died give u good finish praise,8,1662905639.0
inzmvg3,monza,love shit ferraris strategy much u today,11,1662905661.0
inzmvsu,monza,take long call sc last race,10,1662905665.0
inzmxsl,monza,know make interesting end everyone else heart broke dan,9,1662905687.0
inzmzib,monza,italian gunna get started,10,1662905704.0
inzmzoz,monza,race organization incompetent would surprise take 5 lap clean ric car track ending race behind sc,9,1662905706.0
inzn0fx,monza,end sc,10,1662905714.0
inzn4aa,monza,hell take almost full lap call safety car least vsc race control slow season car stopped track form sc year,10,1662905755.0
inzn9em,monza,3 lap safety car sight gonna end behind sc,11,1662905810.0
inznb08,monza,need one lap michael,8,1662905828.0
inzncoz,monza,maylander still sleeping understandable,9,1662905845.0
inznkxg,monza,disaster safety car wrong position mclaren taking age clear,9,1662905930.0
inznlpl,monza,red flag want chaos,11,1662905939.0
inznn2t,monza,watch aston safety car break,11,1662905954.0
inznnus,monza,race gonna end car even catch sc lmao,10,1662905962.0
inznq0s,monza,well apart de vries bore fest,11,1662905986.0
inznq4k,monza,sc really messed people need unlap themself race,11,1662905987.0
